Symbol,Name,Country,IPO Year,Sector,Industry
SOLN,Southern Company (The) 2019 Series A Corporate Units,United States,2019,Public Utilities,Power Generation
SON,Sonoco Products Company Common Stock,United States,,Basic Industries,Containers/Packaging
SONY,Sony Group Corporation American Depositary Shares ,Japan,,Consumer Non-Durables,Consumer Electronics/Appliances
SOR,Source Capital Inc. Common Stock,United States,,,
SOS,SOS Limited American Depositary Shares,,2017,Finance,Finance: Consumer Services
SPAQ,Spartan Acquisition Corp. III Class A Common Stock,,2021,,
SPB,Spectrum Brands Holdings Inc. Common Stock,United States,,,
SPCE,Virgin Galactic Holdings Inc. Common Stock,,2017,,
SPE,Special Opportunities Fund Inc Common Stock,United States,,,
SPE^B,Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock Series B,United States,,,
SPFR,Jaws Spitfire Acquisition Corporation Class A Ordinary Shares,,2021,Finance,Business Services
SPG,Simon Property Group Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,United States,,,
SPGI,S&P Global Inc. Common Stock,United States,,Technology,Advertising
SPGS,Simon Property Group Acquisition Holdings Inc. Class A Common Stock,,2021,,
SPH,Suburban Propane Partners L.P. Common Stock,United States,1996,Public Utilities,Other Specialty Stores
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,United States,,,
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,United States,,,
SPNT,SiriusPoint Ltd. Common Shares,,2013,Finance,Property-Casualty Insurers
SPNV,Supernova Partners Acquisition Company Inc. Class A Common Stock,United States,2020,,
SPOT,Spotify Technology S.A. Ordinary Shares,Luxembourg,2018,Consumer Services,Broadcasting
SPR,Spirit Aerosystems Holdings Inc. Common Stock,United States,2006,Capital Goods,Military/Government/Technical
SPRQ,Spartan Acquisition Corp. II Class A Common Stock,United States,2021,,
SPXC,SPX Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,United States,,,
SQ,Square Inc. Class A Common Stock,United States,2015,Technology,Computer Software: Prepackaged Software
SQM,Sociedad Quimica y Minera S.A. Common Stock,Chile,1993,Basic Industries,Agricultural Chemicals
SQNS,Sequans Communications S.A. American Depositary Shares,France,2011,Technology,Semiconductors
SQZ,SQZ Biotechnologies Company Common Stock,United States,2020,Consumer Durables,Specialty Chemicals
SR,Spire Inc. Common Stock,United States,,Public Utilities,Oil/Gas Transmission
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,,,
SRC,Spirit Realty Capital Inc. Common Stock,United States,2013,Consumer Services,Real Estate Investment Trusts
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,United States,,,
SRE,Sempra Energy Common Stock,United States,,Public Utilities,Oil/Gas Transmission
SRE^B,Sempra Energy 6.75% Mandatory Convertible Preferred Stock Series B,United States,,,
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079,United States,2019,Consumer Services,Professional Services
SRG,Seritage Growth Properties Class A Common Stock,United States,2015,Consumer Services,Real Estate Investment Trusts
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,United States,,,
SRI,Stoneridge Inc. Common Stock,United States,1997,Capital Goods,Auto Parts:O.E.M.
SRL,Scully Royalty Ltd.,Canada,,,
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,,2013,Energy,Oil Refining/Marketing
SRT,StarTek Inc. Common Stock,United States,1997,Miscellaneous,Business Services
SRV,Cushing MLP & Infrastructure Total Return Fund,United States,,,
SSD,Simpson Manufacturing Company Inc. Common Stock,United States,,Capital Goods,Industrial Specialties
SSL,Sasol Ltd. American Depositary Shares,South Africa,,Energy,Oil & Gas Production
SSTK,Shutterstock Inc. Common Stock,United States,2012,,
ST,Sensata Technologies Holding plc Ordinary Shares,Netherlands,2010,Capital Goods,Industrial Machinery/Components
STAG,Stag Industrial Inc. Common Stock,United States,2011,Consumer Services,Real Estate Investment Trusts
STAR          ,iStar Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
STAR^D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,United States,,,
STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,United States,,,
STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,United States,,,
STC,Stewart Information Services Corporation Common Stock,United States,,Finance,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,United States,,Health Care,Industrial Specialties
STEM,Stem Inc. Class A Common Stock,United States,2020,,
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,,2018,Miscellaneous,Service to the Health Industry
STIC,Northern Star Acquisition Corp. Class A Common Stock,,2020,,
STK,Columbia Seligman Premium Technology Growth Fund Inc,United States,2009,,
STL,Sterling Bancorp,United States,,Finance,Major Banks
STL^A,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,United States,,,
STLA,Stellantis N.V. Common Shares,United Kingdom,2014,,
STM,STMicroelectronics N.V. Common Stock,Switzerland,,Technology,Semiconductors
STN,Stantec Inc Common Stock,Canada,,Transportation,Marine Transportation
STNG,Scorpio Tankers Inc. Common Shares,Monaco,2010,Transportation,Marine Transportation
STON,StoneMor Inc. Common Stock,United States,2004,,
STOR,STORE Capital Corporation Common Stock,United States,2014,Consumer Services,Real Estate Investment Trusts
STPC,Star Peak Corp II Class A Common Stock,,2021,,
STRE,Supernova Partners Acquisition Company III Ltd. Class A Ordinary Shares,,2021,,
STT,State Street Corporation Common Stock,United States,,Finance,Investment Managers
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,United States,,,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,United States,,,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States,2009,Consumer Services,Real Estate Investment Trusts
STZ,Constellation Brands Inc. Common Stock,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
STZ/B,Constellation Brands Inc,United States,,,
SU,Suncor Energy  Inc. Common Stock,Canada,,,
SUI,Sun Communities Inc. Common Stock,United States,1993,Consumer Services,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,United States,2015,Capital Goods,Building Materials
SUN,Sunoco LP Common Units representing limited partner interests,United States,2012,Energy,Oil Refining/Marketing
SUP,Superior Industries International Inc. Common Stock (DE),United States,,Capital Goods,Auto Parts:O.E.M.
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,,2016,Finance,Commercial Banks
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),,2018,Basic Industries,Paper
SWBK,Switchback II Corporation Class A Ordinary Shares,,2021,Finance,Business Services
SWCH,Switch Inc. Class A Common Stock,,2017,Technology,EDP Services
SWI,SolarWinds Corporation Common Stock,United States,2018,Technology,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc. Common Stock,United States,,Capital Goods,Diversified Manufacture
SWM,Schweitzer-Mauduit International Inc. Common Stock,United States,,Basic Industries,Paper
SWN,Southwestern Energy Company Common Stock,United States,,Energy,Oil & Gas Production
SWT,Stanley Black & Decker Inc. Corporate Unit,United States,2019,Capital Goods,Diversified Manufacture
SWX,Southwest Gas Holdings Inc. Common Stock (DE),United States,,Public Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,United States,,,
SXC,SunCoke Energy Inc. Common Stock,United States,2011,,
SXI,Standex International Corporation Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,United States,,Basic Industries,Major Chemicals
SYF,Synchrony Financial Common Stock,United States,2014,Finance,Diversified Financial Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,,
SYK,Stryker Corporation Common Stock,United States,,Health Care,Medical/Dental Instruments
SYX,Systemax Inc. Common Stock,United States,,Technology,Industrial Machinery/Components
SYY,Sysco Corporation Common Stock,United States,,Consumer Non-Durables,Food Distributors
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,2012,,
T,AT&T Inc.,United States,,Consumer Services,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,United States,,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,United States,,,
TAC,TransAlta Corporation Ordinary Shares,Canada,,Public Utilities,Electric Utilities: Central
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,United States,2021,Finance,Business Services
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),,2018,Health Care,Major Pharmaceuticals
TAL,TAL Education Group American Depositary Shares,China,,Miscellaneous,Other Consumer Services
TALO,Talos Energy Inc. Common Stock,,2018,Energy,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B Common Stock,Canada,,Consumer Non-Durables,Beverages (Production/Distribution)
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Israel,,Health Care,Major Pharmaceuticals
TBA,Thoma Bravo Advantage Class A Ordinary Shares,,2021,Finance,Business Services
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States,2017,,
TBC,AT&T Inc. 5.625% Global Notes due 2067,United States,2018,,
TBI,TrueBlue Inc. Common Stock,United States,,Technology,Professional Services
TCI,Transcontinental Realty Investors Inc. Common Stock,United States,,Finance,Real Estate
TCS,Container Store (The) Common Stock,,2013,Consumer Services,Catalog/Specialty Distribution
TD,Toronto Dominion Bank (The) Common Stock,Canada,,,
TDA,Telephone and Data Systems Inc. 5.875% Senior Notes due 2061,United States,,Public Utilities,Telecommunications Equipment
TDC,Teradata Corporation Common Stock,United States,,Technology,EDP Services
TDF,Templeton Dragon Fund Inc. Common Stock,United States,,,
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,United States,2006,Capital Goods,Military/Government/Technical
TDI,Telephone and Data Systems Inc. Sr Nt,United States,,Public Utilities,Telecommunications Equipment
TDOC,Teladoc Health Inc. Common Stock,United States,2015,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,United States,,Public Utilities,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,United States,,,
TDW,Tidewater Inc. Common Stock,United States,2017,Energy,Oilfield Services/Equipment
TDY,Teledyne Technologies Incorporated Common Stock,United States,,Capital Goods,Industrial Machinery/Components
TEAF,Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest,,2019,,
TECK,Teck Resources Ltd Ordinary Shares,Canada,,,
TEF,Telefonica SA Common Stock,Spain,1988,Public Utilities,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States,1993,,
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Switzerland,,Capital Goods,Industrial Machinery/Components
TEN,Tenneco Inc. Class A Voting Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
TEO,Telecom Argentina SA,Argentina,,Public Utilities,Telecommunications Equipment
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,,Health Care,Major Pharmaceuticals
TEX,Terex Corporation Common Stock,United States,,Capital Goods,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,United States,,Finance,Major Banks
TFC^H,Truist Financial Corporation Series H ,United States,,,
TFC^I,Truist Financial Corporation Depositary Shares,United States,,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,United States,,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,United States,,,
TFII,TFI International Inc. Common Shares,,,,
TFSA,Terra Income Fund VI 7.00% Notes due 2026,,2021,,
TFX,Teleflex Incorporated Common Stock,United States,,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,United States,,Basic Industries,Specialty Chemicals
TGH,Textainer Group Holdings Limited Common Shares,Bermuda,2007,Technology,Diversified Commercial Services
TGH^A,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,Bermuda,,,
TGI,Triumph Group Inc. Common Stock,United States,1996,Capital Goods,Aerospace
TGNA,TEGNA Inc,United States,,Consumer Services,Broadcasting
TGP,Teekay LNG Partners L.P.,Bermuda,2005,Transportation,Marine Transportation
TGP^A,Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,Bermuda,,,
TGP^B,Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,Bermuda,,,
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Argentina,,Public Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,United States,,Consumer Services,Department/Specialty Retail Stores
THC,Tenet Healthcare Corporation Common Stock,United States,,Health Care,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,United States,,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,United States,,Consumer Non-Durables,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,United States,2014,,
THR,Thermon Group Holdings Inc. Common Stock,United States,2011,Consumer Durables,Electrical Products
THS,Treehouse Foods Inc. Common Stock,United States,,Consumer Non-Durables,Packaged Foods
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,United States,2015,,
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,,2020,Public Utilities,Telecommunications Equipment
TINV,Tiga Acquisition Corp. Class A Ordinary Shares,Singapore,2021,Finance,Business Services
TISI,Team Inc. Common Stock,United States,,,
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,2021,,
TJX,TJX Companies Inc. (The) Common Stock,United States,,Consumer Services,Department/Specialty Retail Stores
TK,Teekay Corporation Common Stock,Bermuda,,Transportation,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Turkey,,Public Utilities,Telecommunications Equipment
TKR,Timken Company (The) Common Stock,United States,,Capital Goods,Metal Fabrications
TLGA,TLG Acquisition One Corp. Class A Common Stock,,2021,,
TLK,PT Telekomunikasi Indonesia Tbk,Indonesia,,Public Utilities,Telecommunications Equipment
TLYS,Tilly's Inc. Common Stock,United States,2012,,
TM,Toyota Motor Corporation Common Stock,Japan,,Capital Goods,Auto Manufacturing
TMAC,The Music Acquisition Corporation Class A Common Stock,,2021,,
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,,2018,Consumer Services,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,United States,2013,Capital Goods,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,United States,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TMST,TimkenSteel Corporation Common Shares,United States,2014,Basic Industries,Steel/Iron Ore
TMX,Terminix Global Holdings Inc. Common Stock,,2014,Miscellaneous,Other Consumer Services
TNC,Tennant Company Common Stock,United States,,Capital Goods,Industrial Machinery/Components
TNET,TriNet Group Inc. Common Stock,,2014,Technology,Diversified Commercial Services
TNK,Teekay Tankers Ltd.,Bermuda,2007,Transportation,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,United States,,Transportation,Other Consumer Services
TNP,Tsakos Energy Navigation Ltd Common Shares,Greece,2002,Transportation,Marine Transportation
TNP^D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,Greece,,,
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,,
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,,
TOL,Toll Brothers Inc. Common Stock,United States,,Capital Goods,Homebuilding
TOT,Total SE,France,,Energy,Oil & Gas Production
TPB,Turning Point Brands Inc. Common Stock,United States,2016,Consumer Non-Durables,Tobacco
TPC,Tutor Perini Corporation Common Stock,United States,,Capital Goods,Engineering & Construction
TPGS,TPG Pace Solutions Corp. Class A Ordinary Shares,,2021,Finance,Business Services
TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
TPH,Tri Pointe Homes Inc. Common Stock,United States,2013,Capital Goods,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,United States,,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,United States,,Consumer Non-Durables,Apparel
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,,2014,,
TPX,Tempur Sealy International Inc. Common Stock,United States,2003,Consumer Durables,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,United States,2009,,
TR,Tootsie Roll Industries Inc. Common Stock,United States,,Consumer Non-Durables,Specialty Foods
TRC,Tejon Ranch Co Common Stock,United States,,Finance,Major Banks
TRCA,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares,,2021,,
TREB,Trebia Acquisition Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
TREC,Trecora Resources Common Stock,United States,,,
TREX,Trex Company Inc. Common Stock,United States,,,
TRGP,Targa Resources Inc. Common Stock,United States,2010,Public Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corp Ordinary Shares,United States,,,
TRN,Trinity Industries Inc. Common Stock,United States,,Capital Goods,Railroads
TRNO,Terreno Realty Corporation Common Stock,United States,2010,Consumer Services,Real Estate Investment Trusts
TROX,Tronox Holdings plc Ordinary Shares (UK),United States,,Basic Industries,Multi-Sector Companies
TRP,TC Energy Corporation Common Stock,Canada,,,
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,Canada,,,
TRTN,Triton International Limited Common Shares,,2016,Technology,Diversified Commercial Services
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,,,
TRTX,TPG RE Finance Trust Inc. Common Stock,United States,2017,Consumer Services,Real Estate Investment Trusts
TRU,TransUnion Common Stock,United States,2015,Technology,Advertising
TRV,The Travelers Companies Inc. Common Stock,United States,,Finance,Property-Casualty Insurers
TS,Tenaris S.A. American Depositary Shares,Luxembourg,,Basic Industries,Steel/Iron Ore
TSE,Trinseo S.A. Ordinary Shares,,2014,Basic Industries,Major Chemicals
TSI,TCW Strategic Income Fund Inc. Common Stock,United States,,,
TSLX,Sixth Street Specialty Lending Inc. Common Stock,,2014,Finance,Investment Managers
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan,1997,Technology,Semiconductors
TSN,Tyson Foods Inc. Common Stock,United States,,Consumer Non-Durables,Meat/Poultry/Fish
TSPQ,TCW Special Purpose Acquisition Corp. Class A Common Stock,,2021,,
TSQ,Townsquare Media Inc. Class A Common Stock,United States,2014,Technology,Advertising
TT,Trane Technologies plc,Ireland,,Capital Goods,Industrial Machinery/Components
TTC,Toro Company (The) Common Stock,United States,,Capital Goods,Tools/Hardware
TTI,Tetra Technologies Inc. Common Stock,United States,,Energy,Oil & Gas Production
TTM,Tata Motors Ltd Tata Motors Limited,India,,Capital Goods,Auto Manufacturing
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,United States,2011,,
TU,Telus Corporation Ordinary Shares,Canada,,,
TUFN,Tufin Software Technologies Ltd. Ordinary Shares,,2019,Technology,EDP Services
TUP,Tupperware Brands Corporation Common Stock,United States,,Consumer Non-Durables,Plastic Products
TUYA,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,,2021,Technology,Computer Software: Prepackaged Software
TV,Grupo Televisa S.A. Common Stock,Mexico,1993,Consumer Services,Broadcasting
TVC,Tennessee Valley Authority Common Stock,United States,,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,United States,,Public Utilities,Electric Utilities: Central
TWI,Titan International Inc. (DE) Common Stock,United States,,Capital Goods,Industrial Machinery/Components
TWLO,Twilio Inc. Class A Common Stock,United States,2016,Capital Goods,Industrial Machinery/Components
TWN,Taiwan Fund Inc. (The) Common Stock,United States,1986,,
TWND,Tailwind Acquisition Corp. Class A Common Stock,,2020,,
TWNI,Tailwind International Acquisition Corp. Class A Ordinary Shares,,2021,Finance,Business Services
TWNT,Tailwind Two Acquisition Corp. Class A Ordinary Shares,,2021,,
TWO,Two Harbors Investment Corp,United States,,Consumer Services,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),United States,,,
TWO^B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,,
TWO^C,Two Harbors Investments Corp 7.25% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,,
TWOA,two Class A Ordinary Shares,,2021,Consumer Services,Real Estate Investment Trusts
TWTR,Twitter Inc. Common Stock,,2013,Technology,EDP Services
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Luxembourg,,Basic Industries,Steel/Iron Ore
TXT,Textron Inc. Common Stock,United States,,Capital Goods,Aerospace
TY,Tri Continental Corporation Common Stock,United States,,,
TY^,Tri Continental Corporation Preferred Stock,United States,,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,United States,2004,,
TYL,Tyler Technologies Inc. Common Stock,United States,,Technology,Computer Software: Prepackaged Software
U,Unity Software Inc. Common Stock,United States,2020,Technology,Retail: Computer Software & Peripheral Equipment
UA,Under Armour Inc. Class C Common Stock,United States,2016,Consumer Non-Durables,Apparel
UAA,Under Armour Inc. Class A Common Stock,United States,,Consumer Non-Durables,Apparel
UAN,CVR Partners LP Common Units representing Limited Partner Interests,United States,2011,Basic Industries,Agricultural Chemicals
UBA,Urstadt Biddle Properties Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
UBER,Uber Technologies Inc. Common Stock,,2019,Technology,EDP Services
UBP,Urstadt Biddle Properties Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
UBP^H,Urstadt Biddle Properties Inc. 6.250% Series H Cumulative Redeemable Preferred Stock,United States,,,
UBP^K,Urstadt Biddle Properties Inc. 5.875% Series K Cumulative Redeemable Preferred Stock,United States,,,
UBS,UBS Group AG Registered Ordinary Shares,Switzerland,2014,Finance,Major Banks
UDR,UDR Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,United States,2015,Consumer Services,Real Estate Investment Trusts
UFI,Unifi Inc. New Common Stock,United States,,,
UFS,Domtar Corporation (NEW) Common Stock,Canada,,Basic Industries,Paper
UGI,UGI Corporation Common Stock,United States,,Public Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),Brazil,,Energy,Oil Refining/Marketing
UHS,Universal Health Services Inc. Common Stock,United States,,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,United States,,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,United States,,Technology,EDP Services
UL,Unilever PLC Common Stock,United Kingdom,,Consumer Non-Durables,Package Goods/Cosmetics
UMC,United Microelectronics Corporation (NEW) Common Stock,Taiwan,,Technology,Semiconductors
UMH,UMH Properties Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
UMH^C,UMH Properties Inc. 6.75% Series C Cumulative Redeemable Preferred Stock  Liquidation Preference $25 per share,United States,,,
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,United States,,,
UNF,Unifirst Corporation Common Stock,United States,,Miscellaneous,Business Services
UNFI,United Natural Foods Inc. Common Stock,United States,2019,Consumer Non-Durables,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),United States,,Health Care,Medical Specialities
UNM,Unum Group Common Stock,United States,,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,United States,2018,,
UNP,Union Pacific Corporation Common Stock,United States,,Transportation,Railroads
UNVR,Univar Solutions Inc. Common Stock,United States,2015,Basic Industries,Specialty Chemicals
UPS,United Parcel Service Inc. Common Stock,United States,1999,Transportation,Air Freight/Delivery Services
URI,United Rentals Inc. Common Stock,United States,1997,Technology,Diversified Commercial Services
USA,Liberty All-Star Equity Fund Common Stock,United States,1986,,
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,United States,2013,Energy,Oilfield Services/Equipment
USB,U.S. Bancorp Common Stock,United States,,Finance,Major Banks
USB^A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,United States,,,
USB^H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,United States,,,
USB^M,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F,United States,,,
USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,United States,,,
USB^Q,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,United States,,,
USB^R,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,United States,,,
USDP,USD Partners LP Common Units representing limited partner interest,United States,2014,Transportation,Railroads
USFD,US Foods Holding Corp. Common Stock,United States,2016,Consumer Non-Durables,Food Distributors
USM,United States Cellular Corporation Common Stock,United States,1988,Public Utilities,Telecommunications Equipment
USNA,USANA Health Sciences Inc. Common Stock,United States,,Consumer Durables,Specialty Chemicals
USPH,U.S. Physical Therapy Inc. Common Stock,United States,1992,Health Care,Medical Specialities
USX,U.S. Xpress Enterprises Inc. Class A Common Stock,United States,2018,Transportation,Trucking Freight/Courier Services
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,United States,2004,,
UTI,Universal Technical Institute Inc Common Stock,United States,2003,,
UTL,UNITIL Corporation Common Stock,United States,,Public Utilities,Power Generation
UTZ,Utz Brands Inc Class A Common Stock ,United States,2018,Consumer Non-Durables,Specialty Foods
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,United States,,Finance,Property-Casualty Insurers
UVV,Universal Corporation Common Stock,United States,,Consumer Non-Durables,Tobacco
UWMC,UWM Holdings Corporation Class A Common Stock,United States,,,
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,United States,,Public Utilities,Telecommunications Equipment
UZC,United States Cellular Corporation 7.25% Senior Notes due 2064,United States,2015,,
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,United States,2020,Public Utilities,Telecommunications Equipment
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,United States,2020,Public Utilities,Telecommunications Equipment
V,Visa Inc.,United States,,Miscellaneous,Business Services
VAC,Marriott Vacations Worldwide Corporation Common Stock,United States,,Consumer Services,Hotels/Resorts
